time,magX,magY,magZ,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,temperature,pressure,altitude,accMag,qw,qx,qy,qz,initialAltAchieved,landingDetected
104.27, 0.09, 0.20, 0.47, 0.04, -1.00, -9.92, -0.03, -0.02, -0.02, 32.00, 100.11, 101.74, 9.97, -0.04, 0.03, 0.55, -0.83, 1, 0
104.29, 0.09, 0.20, 0.47, 0.04, -1.00, -9.92, -0.03, -0.02, -0.02, 32.00, 100.11, 101.74, 9.97, -0.04, 0.03, 0.55, -0.83, 1, 0
104.31, 0.09, 0.19, 0.47, 0.04, -0.97, -9.96, -0.01, -0.02, -0.02, 32.00, 100.11, 101.32, 10.00, -0.04, 0.03, 0.55, -0.83, 1, 0
104.33, 0.09, 0.19, 0.47, 0.04, -0.97, -9.96, -0.01, -0.02, -0.02, 32.00, 100.11, 101.32, 10.00, -0.04, 0.03, 0.55, -0.83, 1, 0
104.35, 0.09, 0.19, 0.47, 0.01, -0.99, -9.97, 0.01, -0.02, -0.02, 32.00, 100.11, 101.32, 10.01, -0.04, 0.03, 0.55, -0.83, 1, 0
104.37, 0.09, 0.19, 0.47, 0.01, -0.99, -9.97, 0.01, -0.02, -0.02, 32.00, 100.11, 101.32, 10.01, -0.04, 0.03, 0.55, -0.83, 1, 0
104.39, 0.09, 0.21, 0.47, 0.00, -0.99, -9.94, 0.03, -0.02, -0.02, 32.00, 100.12, 100.39, 9.99, -0.04, 0.03, 0.55, -0.83, 1, 0
104.41, 0.09, 0.21, 0.47, 0.00, -0.99, -9.94, 0.03, -0.02, -0.02, 32.00, 100.12, 100.39, 9.99, -0.04, 0.03, 0.55, -0.83, 1, 0
104.43, 0.10, 0.20, 0.47, 0.02, -1.02, -9.96, 0.05, -0.01, -0.02, 32.00, 100.11, 101.74, 10.01, -0.04, 0.03, 0.55, -0.83, 1, 0
104.45, 0.10, 0.20, 0.47, 0.02, -1.02, -9.96, 0.05, -0.01, -0.02, 32.00, 100.11, 101.74, 10.01, -0.04, 0.03, 0.55, -0.83, 1, 0
104.47, 0.10, 0.21, 0.47, -0.01, -1.07, -9.92, 0.07, -0.00, -0.02, 32.00, 100.11, 101.74, 9.98, -0.05, 0.03, 0.55, -0.83, 1, 0
104.49, 0.10, 0.21, 0.47, -0.01, -1.07, -9.92, 0.07, -0.00, -0.02, 32.00, 100.11, 101.74, 9.98, -0.05, 0.03, 0.55, -0.83, 1, 0
104.51, 0.10, 0.21, 0.47, -0.02, -1.13, -9.91, 0.08, 0.01, -0.02, 32.00, 100.11, 101.32, 9.98, -0.05, 0.03, 0.55, -0.83, 1, 0
104.53, 0.10, 0.21, 0.47, -0.02, -1.13, -9.91, 0.08, 0.01, -0.02, 32.00, 100.11, 101.32, 9.98, -0.05, 0.03, 0.55, -0.83, 1, 0
104.55, 0.09, 0.20, 0.47, -0.01, -1.15, -9.89, 0.07, 0.01, -0.03, 32.00, 100.11, 101.74, 9.96, -0.05, 0.03, 0.55, -0.83, 1, 0
104.57, 0.09, 0.20, 0.47, -0.01, -1.15, -9.89, 0.07, 0.01, -0.03, 32.00, 100.11, 101.74, 9.96, -0.05, 0.03, 0.55, -0.83, 1, 0
104.59, 0.09, 0.20, 0.47, 0.03, -1.21, -9.88, 0.05, 0.02, -0.02, 32.00, 100.11, 101.74, 9.95, -0.05, 0.03, 0.55, -0.83, 1, 0
104.61, 0.09, 0.20, 0.47, 0.03, -1.21, -9.88, 0.05, 0.02, -0.02, 32.00, 100.11, 101.74, 9.95, -0.05, 0.03, 0.55, -0.83, 1, 0
104.63, 0.09, 0.21, 0.47, 0.03, -1.22, -9.90, 0.02, 0.02, -0.02, 32.00, 100.11, 101.74, 9.98, -0.05, 0.03, 0.55, -0.83, 1, 0
104.65, 0.09, 0.21, 0.47, 0.03, -1.22, -9.90, 0.02, 0.02, -0.02, 32.00, 100.11, 101.74, 9.98, -0.05, 0.03, 0.55, -0.83, 1, 0
104.67, 0.09, 0.20, 0.47, 0.04, -1.19, -9.90, 0.01, 0.01, -0.02, 32.00, 100.12, 100.73, 9.97, -0.05, 0.03, 0.55, -0.83, 1, 0
104.69, 0.09, 0.20, 0.47, 0.04, -1.19, -9.90, 0.01, 0.01, -0.02, 32.00, 100.12, 100.73, 9.97, -0.05, 0.03, 0.55, -0.83, 1, 0
104.71, 0.10, 0.21, 0.47, 0.07, -1.18, -9.90, -0.01, 0.01, -0.02, 32.00, 100.11, 101.32, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
104.73, 0.10, 0.21, 0.47, 0.07, -1.18, -9.90, -0.01, 0.01, -0.02, 32.00, 100.11, 101.32, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
104.75, 0.09, 0.21, 0.47, 0.07, -1.14, -9.92, -0.00, 0.00, -0.02, 32.00, 100.11, 101.74, 9.98, -0.05, 0.03, 0.56, -0.83, 1, 0
104.77, 0.09, 0.21, 0.47, 0.07, -1.14, -9.92, -0.00, 0.00, -0.02, 32.00, 100.11, 101.74, 9.98, -0.05, 0.03, 0.56, -0.83, 1, 0
104.79, 0.10, 0.20, 0.47, 0.06, -1.16, -9.94, 0.00, 0.00, -0.02, 32.00, 100.11, 101.74, 10.01, -0.05, 0.03, 0.56, -0.83, 1, 0
104.81, 0.10, 0.20, 0.47, 0.06, -1.16, -9.94, 0.00, 0.00, -0.02, 32.00, 100.11, 101.74, 10.01, -0.05, 0.03, 0.56, -0.83, 1, 0
104.83, 0.10, 0.20, 0.47, 0.03, -1.15, -9.91, 0.01, 0.00, -0.02, 32.00, 100.12, 100.73, 9.98, -0.05, 0.03, 0.56, -0.83, 1, 0
104.85, 0.10, 0.20, 0.47, 0.03, -1.15, -9.91, 0.01, 0.00, -0.02, 32.00, 100.12, 100.73, 9.98, -0.05, 0.03, 0.56, -0.83, 1, 0
104.87, 0.09, 0.21, 0.47, 0.05, -1.14, -9.93, 0.02, 0.01, -0.02, 32.00, 100.11, 101.32, 10.00, -0.05, 0.03, 0.56, -0.83, 1, 0
104.89, 0.09, 0.21, 0.47, 0.05, -1.14, -9.93, 0.02, 0.01, -0.02, 32.00, 100.11, 101.32, 10.00, -0.05, 0.03, 0.56, -0.83, 1, 0
104.91, 0.09, 0.20, 0.47, 0.04, -1.14, -9.95, 0.04, 0.01, -0.02, 32.00, 100.12, 100.39, 10.01, -0.05, 0.03, 0.56, -0.83, 1, 0
104.93, 0.09, 0.20, 0.47, 0.04, -1.14, -9.95, 0.04, 0.01, -0.02, 32.00, 100.12, 100.39, 10.01, -0.05, 0.03, 0.56, -0.83, 1, 0
104.95, 0.09, 0.20, 0.47, 0.03, -1.17, -9.92, 0.06, 0.01, -0.02, 32.00, 100.12, 100.73, 9.99, -0.05, 0.03, 0.56, -0.83, 1, 0
104.97, 0.09, 0.20, 0.47, 0.03, -1.17, -9.92, 0.06, 0.01, -0.02, 32.00, 100.12, 100.73, 9.99, -0.05, 0.03, 0.56, -0.83, 1, 0
104.99, 0.09, 0.22, 0.47, 0.03, -1.24, -9.89, 0.07, 0.02, -0.02, 32.00, 100.11, 101.74, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
105.01, 0.09, 0.22, 0.47, 0.03, -1.24, -9.89, 0.07, 0.02, -0.02, 32.00, 100.11, 101.74, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
105.03, 0.09, 0.21, 0.46, 0.09, -1.25, -9.88, 0.03, 0.03, -0.01, 32.00, 100.12, 100.73, 9.96, -0.05, 0.03, 0.56, -0.83, 1, 0
105.05, 0.09, 0.21, 0.46, 0.09, -1.25, -9.88, 0.03, 0.03, -0.01, 32.00, 100.12, 100.73, 9.96, -0.05, 0.03, 0.56, -0.83, 1, 0
105.07, 0.10, 0.21, 0.47, 0.02, -1.39, -9.84, -0.04, 0.03, -0.03, 32.00, 100.12, 100.39, 9.94, -0.05, 0.03, 0.56, -0.83, 1, 0
105.09, 0.10, 0.21, 0.47, 0.02, -1.39, -9.84, -0.04, 0.03, -0.03, 32.00, 100.12, 100.39, 9.94, -0.05, 0.03, 0.56, -0.83, 1, 0
105.11, 0.09, 0.20, 0.47, 0.13, -1.26, -9.87, -0.08, 0.02, -0.02, 32.00, 100.11, 101.74, 9.95, -0.05, 0.03, 0.56, -0.83, 1, 0
105.13, 0.09, 0.20, 0.47, 0.13, -1.26, -9.87, -0.08, 0.02, -0.02, 32.00, 100.11, 101.74, 9.95, -0.05, 0.03, 0.56, -0.83, 1, 0
105.15, 0.09, 0.21, 0.47, 0.09, -1.12, -9.97, -0.07, 0.01, -0.03, 32.00, 100.12, 100.73, 10.03, -0.05, 0.03, 0.56, -0.83, 1, 0
105.17, 0.09, 0.21, 0.47, 0.09, -1.12, -9.97, -0.07, 0.01, -0.03, 32.00, 100.12, 100.73, 10.03, -0.05, 0.03, 0.56, -0.83, 1, 0
105.19, 0.09, 0.21, 0.47, 0.11, -1.12, -9.91, -0.05, 0.01, -0.02, 32.00, 100.11, 101.74, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
105.21, 0.09, 0.21, 0.47, 0.11, -1.12, -9.91, -0.05, 0.01, -0.02, 32.00, 100.11, 101.74, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
105.23, 0.09, 0.20, 0.47, 0.07, -1.11, -9.93, -0.03, -0.00, -0.03, 32.00, 100.11, 101.74, 9.99, -0.05, 0.03, 0.56, -0.83, 1, 0
105.25, 0.09, 0.20, 0.47, 0.07, -1.11, -9.93, -0.03, -0.00, -0.03, 32.00, 100.11, 101.74, 9.99, -0.05, 0.03, 0.56, -0.83, 1, 0
105.27, 0.09, 0.21, 0.47, 0.10, -1.08, -9.97, 0.00, -0.00, -0.02, 32.00, 100.12, 100.73, 10.03, -0.05, 0.03, 0.56, -0.83, 1, 0
105.29, 0.09, 0.21, 0.47, 0.10, -1.08, -9.97, 0.00, -0.00, -0.02, 32.00, 100.12, 100.73, 10.03, -0.05, 0.03, 0.56, -0.83, 1, 0
105.31, 0.09, 0.20, 0.47, 0.08, -1.08, -9.97, 0.04, -0.01, -0.02, 32.00, 100.12, 100.73, 10.02, -0.05, 0.03, 0.56, -0.83, 1, 0
105.33, 0.09, 0.20, 0.47, 0.08, -1.08, -9.97, 0.04, -0.01, -0.02, 32.00, 100.12, 100.73, 10.02, -0.05, 0.03, 0.56, -0.83, 1, 0
105.35, 0.09, 0.21, 0.47, 0.09, -1.10, -9.90, 0.07, -0.01, -0.02, 32.00, 100.11, 101.74, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
105.37, 0.09, 0.21, 0.47, 0.09, -1.10, -9.90, 0.07, -0.01, -0.02, 32.00, 100.11, 101.74, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
105.39, 0.09, 0.20, 0.47, 0.08, -1.20, -9.93, 0.09, -0.01, -0.02, 32.00, 100.11, 101.74, 10.00, -0.05, 0.03, 0.56, -0.83, 1, 0
105.41, 0.09, 0.20, 0.47, 0.08, -1.20, -9.93, 0.09, -0.01, -0.02, 32.00, 100.11, 101.74, 10.00, -0.05, 0.03, 0.56, -0.83, 1, 0
105.43, 0.09, 0.21, 0.47, 0.06, -1.24, -9.91, 0.09, -0.01, -0.02, 32.00, 100.11, 101.32, 9.99, -0.05, 0.03, 0.56, -0.83, 1, 0
105.45, 0.09, 0.21, 0.47, 0.06, -1.24, -9.91, 0.09, -0.01, -0.02, 32.00, 100.11, 101.32, 9.99, -0.05, 0.03, 0.56, -0.83, 1, 0
105.47, 0.09, 0.21, 0.47, 0.06, -1.26, -9.91, 0.08, -0.00, -0.02, 32.00, 100.12, 100.73, 9.99, -0.05, 0.03, 0.56, -0.83, 1, 0
105.49, 0.09, 0.21, 0.47, 0.06, -1.26, -9.91, 0.08, -0.00, -0.02, 32.00, 100.12, 100.73, 9.99, -0.05, 0.03, 0.56, -0.83, 1, 0
105.51, 0.09, 0.21, 0.47, 0.05, -1.35, -9.92, 0.06, 0.00, -0.02, 32.00, 100.11, 101.74, 10.01, -0.05, 0.03, 0.56, -0.83, 1, 0
105.53, 0.09, 0.21, 0.47, 0.05, -1.35, -9.92, 0.06, 0.00, -0.02, 32.00, 100.11, 101.74, 10.01, -0.05, 0.03, 0.56, -0.83, 1, 0
105.55, 0.09, 0.20, 0.47, 0.07, -1.35, -9.90, 0.04, 0.01, -0.02, 32.00, 100.12, 100.73, 9.99, -0.06, 0.03, 0.56, -0.83, 1, 0
105.57, 0.09, 0.20, 0.47, 0.07, -1.35, -9.90, 0.04, 0.01, -0.02, 32.00, 100.12, 100.73, 9.99, -0.06, 0.03, 0.56, -0.83, 1, 0
105.59, 0.09, 0.20, 0.47, 0.09, -1.37, -9.92, 0.03, 0.02, -0.02, 32.00, 100.11, 101.74, 10.02, -0.06, 0.03, 0.56, -0.83, 1, 0
105.61, 0.09, 0.20, 0.47, 0.09, -1.37, -9.92, 0.03, 0.02, -0.02, 32.00, 100.11, 101.74, 10.02, -0.06, 0.03, 0.56, -0.83, 1, 0
105.63, 0.08, 0.21, 0.46, 0.07, -1.39, -9.88, 0.00, 0.03, -0.02, 32.00, 100.11, 101.32, 9.98, -0.06, 0.03, 0.56, -0.83, 1, 0
105.65, 0.08, 0.21, 0.46, 0.07, -1.39, -9.88, 0.00, 0.03, -0.02, 32.00, 100.11, 101.32, 9.98, -0.06, 0.03, 0.56, -0.83, 1, 0
105.67, 0.09, 0.21, 0.47, 0.13, -1.36, -9.88, -0.01, 0.03, -0.02, 32.00, 100.11, 101.32, 9.98, -0.06, 0.03, 0.56, -0.83, 1, 0
105.69, 0.09, 0.21, 0.47, 0.13, -1.36, -9.88, -0.01, 0.03, -0.02, 32.00, 100.11, 101.32, 9.98, -0.06, 0.03, 0.56, -0.83, 1, 0
105.71, 0.09, 0.22, 0.46, 0.13, -1.34, -9.89, -0.01, 0.02, -0.02, 32.00, 100.11, 101.74, 9.98, -0.06, 0.03, 0.56, -0.83, 1, 0
105.73, 0.09, 0.22, 0.46, 0.13, -1.34, -9.89, -0.01, 0.02, -0.02, 32.00, 100.11, 101.74, 9.98, -0.06, 0.03, 0.56, -0.83, 1, 0
105.75, 0.09, 0.20, 0.47, 0.14, -1.30, -9.89, -0.01, 0.01, -0.02, 32.00, 100.12, 100.39, 9.97, -0.06, 0.03, 0.56, -0.83, 1, 0
105.77, 0.09, 0.20, 0.47, 0.14, -1.30, -9.89, -0.01, 0.01, -0.02, 32.00, 100.12, 100.39, 9.97, -0.06, 0.03, 0.56, -0.83, 1, 0
105.79, 0.09, 0.21, 0.47, 0.14, -1.33, -9.89, -0.00, 0.00, -0.02, 32.00, 100.12, 100.39, 9.98, -0.06, 0.03, 0.55, -0.83, 1, 0
105.81, 0.09, 0.21, 0.47, 0.14, -1.33, -9.89, -0.00, 0.00, -0.02, 32.00, 100.12, 100.39, 9.98, -0.06, 0.03, 0.55, -0.83, 1, 0
105.83, 0.09, 0.21, 0.47, 0.14, -1.31, -9.87, 0.00, -0.01, -0.02, 32.00, 100.11, 101.74, 9.96, -0.06, 0.03, 0.55, -0.83, 1, 0
105.85, 0.09, 0.21, 0.47, 0.14, -1.31, -9.87, 0.00, -0.01, -0.02, 32.00, 100.11, 101.74, 9.96, -0.06, 0.03, 0.55, -0.83, 1, 0
105.87, 0.09, 0.21, 0.46, 0.13, -1.32, -9.94, 0.01, -0.02, -0.02, 32.00, 100.12, 100.73, 10.03, -0.06, 0.03, 0.55, -0.83, 1, 0
105.89, 0.09, 0.21, 0.46, 0.13, -1.32, -9.94, 0.01, -0.02, -0.02, 32.00, 100.12, 100.73, 10.03, -0.06, 0.03, 0.55, -0.83, 1, 0
105.91, 0.09, 0.21, 0.47, 0.12, -1.33, -9.92, 0.01, -0.02, -0.02, 32.00, 100.11, 102.07, 10.01, -0.06, 0.03, 0.56, -0.83, 1, 0
105.93, 0.09, 0.21, 0.47, 0.12, -1.33, -9.92, 0.01, -0.02, -0.02, 32.00, 100.11, 102.07, 10.01, -0.06, 0.03, 0.56, -0.83, 1, 0
105.95, 0.09, 0.23, 0.46, 0.10, -1.33, -9.93, 0.01, -0.02, -0.02, 32.00, 100.11, 101.74, 10.02, -0.06, 0.03, 0.56, -0.83, 1, 0
105.97, 0.09, 0.23, 0.46, 0.10, -1.33, -9.93, 0.01, -0.02, -0.02, 32.00, 100.11, 101.74, 10.02, -0.06, 0.03, 0.56, -0.83, 1, 0
105.99, 0.09, 0.21, 0.46, 0.07, -1.47, -9.87, -0.02, -0.01, -0.03, 32.00, 100.11, 101.74, 9.98, -0.06, 0.03, 0.56, -0.83, 1, 0
106.01, 0.09, 0.21, 0.46, 0.07, -1.47, -9.87, -0.02, -0.01, -0.03, 32.00, 100.11, 101.74, 9.98, -0.06, 0.03, 0.56, -0.83, 1, 0
106.03, 0.09, 0.21, 0.47, 0.08, -1.42, -9.87, -0.08, 0.01, -0.02, 32.00, 100.12, 100.39, 9.97, -0.06, 0.03, 0.56, -0.83, 1, 0
106.05, 0.09, 0.21, 0.47, 0.08, -1.42, -9.87, -0.08, 0.01, -0.02, 32.00, 100.12, 100.39, 9.97, -0.06, 0.03, 0.56, -0.83, 1, 0
106.07, 0.09, 0.21, 0.47, 0.11, -1.27, -9.92, -0.12, 0.01, -0.03, 32.00, 100.10, 102.66, 10.00, -0.06, 0.03, 0.56, -0.83, 1, 0
106.09, 0.09, 0.21, 0.47, 0.11, -1.27, -9.92, -0.12, 0.01, -0.03, 32.00, 100.10, 102.66, 10.00, -0.06, 0.03, 0.56, -0.83, 1, 0
106.11, 0.09, 0.22, 0.47, 0.10, -1.22, -9.93, -0.12, 0.01, -0.02, 32.00, 100.13, 99.80, 10.00, -0.05, 0.03, 0.56, -0.83, 1, 0
106.13, 0.09, 0.22, 0.47, 0.10, -1.22, -9.93, -0.12, 0.01, -0.02, 32.00, 100.13, 99.80, 10.00, -0.05, 0.03, 0.56, -0.83, 1, 0
106.15, 0.09, 0.22, 0.47, 0.16, -1.17, -9.91, -0.11, -0.00, -0.03, 32.00, 100.12, 100.73, 9.98, -0.05, 0.03, 0.56, -0.83, 1, 0
106.17, 0.09, 0.22, 0.47, 0.16, -1.17, -9.91, -0.11, -0.00, -0.03, 32.00, 100.12, 100.73, 9.98, -0.05, 0.03, 0.56, -0.83, 1, 0
106.19, 0.09, 0.19, 0.47, 0.17, -1.11, -9.94, -0.10, -0.02, -0.02, 32.00, 100.11, 101.74, 10.00, -0.05, 0.03, 0.56, -0.83, 1, 0
106.21, 0.09, 0.19, 0.47, 0.17, -1.11, -9.94, -0.10, -0.02, -0.02, 32.00, 100.11, 101.74, 10.00, -0.05, 0.03, 0.56, -0.83, 1, 0
106.23, 0.09, 0.21, 0.47, 0.14, -1.08, -9.91, -0.09, -0.04, -0.02, 32.00, 100.12, 100.73, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
106.25, 0.09, 0.21, 0.47, 0.14, -1.08, -9.91, -0.09, -0.04, -0.02, 32.00, 100.12, 100.73, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
106.27, 0.09, 0.20, 0.47, 0.10, -1.06, -9.93, -0.08, -0.06, -0.02, 32.00, 100.12, 100.73, 9.99, -0.05, 0.03, 0.56, -0.83, 1, 0
106.29, 0.09, 0.20, 0.47, 0.10, -1.06, -9.93, -0.08, -0.06, -0.02, 32.00, 100.12, 100.73, 9.99, -0.05, 0.03, 0.56, -0.83, 1, 0
106.31, 0.10, 0.19, 0.47, 0.08, -1.05, -9.95, -0.07, -0.07, -0.02, 32.00, 100.11, 101.74, 10.00, -0.05, 0.03, 0.56, -0.83, 1, 0
106.33, 0.10, 0.19, 0.47, 0.08, -1.05, -9.95, -0.07, -0.07, -0.02, 32.00, 100.11, 101.74, 10.00, -0.05, 0.03, 0.56, -0.83, 1, 0
106.35, 0.10, 0.19, 0.47, 0.00, -0.98, -9.95, -0.06, -0.06, -0.03, 32.00, 100.12, 100.39, 10.00, -0.04, 0.03, 0.56, -0.83, 1, 0
106.37, 0.10, 0.19, 0.47, 0.00, -0.98, -9.95, -0.06, -0.06, -0.03, 32.00, 100.12, 100.39, 10.00, -0.04, 0.03, 0.56, -0.83, 1, 0
106.39, 0.09, 0.20, 0.47, -0.02, -0.99, -9.93, -0.05, -0.05, -0.03, 32.00, 100.11, 101.74, 9.98, -0.04, 0.03, 0.56, -0.83, 1, 0
106.41, 0.09, 0.20, 0.47, -0.02, -0.99, -9.93, -0.05, -0.05, -0.03, 32.00, 100.11, 101.74, 9.98, -0.04, 0.03, 0.56, -0.83, 1, 0
106.43, 0.10, 0.19, 0.48, -0.05, -0.97, -9.96, -0.06, -0.03, -0.02, 32.00, 100.11, 101.32, 10.01, -0.04, 0.03, 0.56, -0.83, 1, 0
106.45, 0.10, 0.19, 0.48, -0.05, -0.97, -9.96, -0.06, -0.03, -0.02, 32.00, 100.11, 101.32, 10.01, -0.04, 0.03, 0.56, -0.83, 1, 0
106.47, 0.10, 0.20, 0.47, -0.07, -0.93, -9.94, -0.06, -0.01, -0.02, 32.00, 100.11, 101.74, 9.98, -0.04, 0.03, 0.56, -0.83, 1, 0
106.49, 0.10, 0.20, 0.47, -0.07, -0.93, -9.94, -0.06, -0.01, -0.02, 32.00, 100.11, 101.74, 9.98, -0.04, 0.03, 0.56, -0.83, 1, 0
106.51, 0.10, 0.18, 0.48, -0.03, -0.91, -9.96, -0.07, 0.01, -0.02, 32.00, 100.12, 100.73, 10.00, -0.04, 0.03, 0.56, -0.83, 1, 0
106.53, 0.10, 0.18, 0.48, -0.03, -0.91, -9.96, -0.07, 0.01, -0.02, 32.00, 100.12, 100.73, 10.00, -0.04, 0.03, 0.56, -0.83, 1, 0
106.55, 0.09, 0.19, 0.48, -0.03, -0.84, -9.97, -0.06, 0.03, -0.02, 32.00, 100.12, 100.73, 10.01, -0.04, 0.03, 0.56, -0.83, 1, 0
106.57, 0.09, 0.19, 0.48, -0.03, -0.84, -9.97, -0.06, 0.03, -0.02, 32.00, 100.12, 100.73, 10.01, -0.04, 0.03, 0.56, -0.83, 1, 0
106.59, 0.10, 0.19, 0.48, 0.04, -0.80, -9.96, -0.03, 0.04, -0.02, 32.00, 100.11, 101.74, 9.99, -0.04, 0.02, 0.56, -0.83, 1, 0
106.61, 0.10, 0.19, 0.48, 0.04, -0.80, -9.96, -0.03, 0.04, -0.02, 32.00, 100.11, 101.74, 9.99, -0.04, 0.02, 0.56, -0.83, 1, 0
106.63, 0.09, 0.19, 0.48, 0.03, -0.80, -9.97, -0.00, 0.05, -0.02, 32.00, 100.12, 100.73, 10.00, -0.04, 0.02, 0.56, -0.83, 1, 0
106.65, 0.09, 0.19, 0.48, 0.03, -0.80, -9.97, -0.00, 0.05, -0.02, 32.00, 100.12, 100.73, 10.00, -0.04, 0.02, 0.56, -0.83, 1, 0
106.67, 0.09, 0.20, 0.48, 0.05, -0.81, -9.97, 0.04, 0.05, -0.02, 32.00, 100.11, 101.74, 10.00, -0.04, 0.02, 0.56, -0.83, 1, 0
106.69, 0.09, 0.20, 0.48, 0.05, -0.81, -9.97, 0.04, 0.05, -0.02, 32.00, 100.11, 101.74, 10.00, -0.04, 0.02, 0.56, -0.83, 1, 0
106.71, 0.10, 0.20, 0.47, 0.09, -0.81, -9.95, 0.08, 0.04, -0.02, 32.00, 100.11, 101.74, 9.98, -0.04, 0.02, 0.56, -0.83, 1, 0
106.73, 0.10, 0.20, 0.47, 0.09, -0.81, -9.95, 0.08, 0.04, -0.02, 32.00, 100.11, 101.74, 9.98, -0.04, 0.02, 0.56, -0.83, 1, 0
106.75, 0.09, 0.20, 0.47, 0.10, -0.89, -9.93, 0.10, 0.03, -0.02, 32.00, 100.12, 100.73, 9.97, -0.04, 0.02, 0.56, -0.83, 1, 0
106.77, 0.09, 0.20, 0.47, 0.10, -0.89, -9.93, 0.10, 0.03, -0.02, 32.00, 100.12, 100.73, 9.97, -0.04, 0.02, 0.56, -0.83, 1, 0
106.79, 0.08, 0.19, 0.47, 0.15, -1.09, -9.92, 0.11, 0.02, -0.01, 32.00, 100.11, 101.74, 9.98, -0.04, 0.02, 0.56, -0.83, 1, 0
106.81, 0.08, 0.19, 0.47, 0.15, -1.09, -9.92, 0.11, 0.02, -0.01, 32.00, 100.11, 101.74, 9.98, -0.04, 0.02, 0.56, -0.83, 1, 0
106.83, 0.08, 0.19, 0.48, 0.14, -1.04, -9.92, 0.11, 0.01, -0.02, 32.00, 100.11, 101.74, 9.97, -0.04, 0.02, 0.56, -0.83, 1, 0
106.85, 0.08, 0.19, 0.48, 0.14, -1.04, -9.92, 0.11, 0.01, -0.02, 32.00, 100.11, 101.74, 9.97, -0.04, 0.02, 0.56, -0.83, 1, 0
106.87, 0.09, 0.20, 0.47, 0.10, -1.11, -9.91, 0.09, 0.00, -0.02, 32.00, 100.11, 101.32, 9.98, -0.04, 0.02, 0.56, -0.83, 1, 0
106.89, 0.09, 0.20, 0.47, 0.10, -1.11, -9.91, 0.09, 0.00, -0.02, 32.00, 100.11, 101.32, 9.98, -0.04, 0.02, 0.56, -0.83, 1, 0
106.91, 0.09, 0.19, 0.47, 0.09, -1.09, -9.89, 0.06, -0.00, -0.02, 32.00, 100.11, 101.74, 9.95, -0.04, 0.02, 0.56, -0.83, 1, 0
106.93, 0.09, 0.19, 0.47, 0.09, -1.09, -9.89, 0.06, -0.00, -0.02, 32.00, 100.11, 101.74, 9.95, -0.04, 0.02, 0.56, -0.83, 1, 0
106.95, 0.09, 0.20, 0.47, 0.08, -1.12, -9.89, 0.02, -0.01, -0.02, 32.00, 100.12, 100.73, 9.95, -0.05, 0.03, 0.56, -0.83, 1, 0
106.97, 0.09, 0.20, 0.47, 0.08, -1.12, -9.89, 0.02, -0.01, -0.02, 32.00, 100.12, 100.73, 9.95, -0.05, 0.03, 0.56, -0.83, 1, 0
106.99, 0.08, 0.20, 0.47, 0.11, -1.16, -9.89, -0.01, -0.01, -0.02, 32.00, 100.11, 101.74, 9.95, -0.05, 0.03, 0.56, -0.83, 1, 0
107.01, 0.08, 0.20, 0.47, 0.11, -1.16, -9.89, -0.01, -0.01, -0.02, 32.00, 100.11, 101.74, 9.95, -0.05, 0.03, 0.56, -0.83, 1, 0
107.03, 0.09, 0.19, 0.47, 0.08, -1.11, -9.90, -0.02, -0.01, -0.02, 32.00, 100.12, 100.73, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
107.05, 0.09, 0.19, 0.47, 0.08, -1.11, -9.90, -0.02, -0.01, -0.02, 32.00, 100.12, 100.73, 9.97, -0.05, 0.03, 0.56, -0.83, 1, 0
107.07, 0.09, 0.21, 0.47, 0.09, -1.10, -9.95, -0.03, -0.01, -0.02, 32.00, 100.11, 101.74, 10.01, -0.05, 0.03, 0.56, -0.83, 1, 0
107.09, 0.09, 0.21, 0.47, 0.09, -1.10, -9.95, -0.03, -0.01, -0.02, 32.00, 100.11, 101.74, 10.01, -0.05, 0.03, 0.56, -0.83, 1, 0
107.11, 0.09, 0.19, 0.47, 0.04, -1.06, -9.92, -0.03, -0.01, -0.02, 32.00, 100.11, 101.32, 9.98, -0.05, 0.03, 0.56, -0.83, 1, 0
107.13, 0.09, 0.19, 0.47, 0.04, -1.06, -9.92, -0.03, -0.01, -0.02, 32.00, 100.11, 101.32, 9.98, -0.05, 0.03, 0.56, -0.83, 1, 0
107.15, 0.09, 0.20, 0.47, 0.10, -1.03, -9.93, -0.02, -0.01, -0.02, 32.00, 100.11, 101.74, 9.98, -0.05, 0.03, 0.56, -0.83, 1, 0
107.17, 0.09, 0.20, 0.47, 0.10, -1.03, -9.93, -0.02, -0.01, -0.02, 32.00, 100.11, 101.74, 9.98, -0.05, 0.03, 0.56, -0.83, 1, 0
